Image ID,Collection,Headline,Public URL,Web dimensions,SHA-256,Alternative text,Storyline,Brand focus,Suggested use,Source file,Source SHA-256,Status,Last verified
JM-IMG-043,golf,Some of the best ideas emerge between formal meetings,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-golf-cart-business-conversation.jpg,1800x1200,0a60bad389be12d19fa13fbc3b306647fdb29f6958f076857fc3db8b332f635a,AI-generated editorial image of Jared Mastroianni in a golf cart business conversation setting,"The golf-cart setting supports an informal but substantive exchange. Jared uses the relaxed environment to listen closely, test assumptions, and understand how another operator sees the industry.",Professional brand; modSTORAGE,"Networking story, newsletter, or business-development content",043-golf-golf-cart-business-conversation.png,1dadf9796ed8e4fe0e3a9ebcb9379e09707be5ca93b3a40961bcb9eea3bc4b51,Public web derivative prepared,2026-08-23
JM-IMG-044,golf,Patience and precision apply beyond the putting green,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-putting-green-discussion.jpg,1800x1200,6065e270600875474e41660c18688bd9227b45a877715133b482a3bf161d41f3,AI-generated editorial image of Jared Mastroianni in a putting green discussion setting,"This image connects the discipline of golf with the discipline of operations. Good outcomes come from reading the conditions, controlling the pace, and committing to a thoughtful decision.",Professional brand; leadership philosophy,Leadership post or personal-brand campaign,044-golf-putting-green-discussion.png,e8958387a6d6b38d6c9582a9c97c9dac8d22b29064483c01918a4d49e43de040,Public web derivative prepared,2026-08-23
JM-IMG-045,golf,Clarity before commitment,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-tee-box-listening-meeting.jpg,1800x1200,67b543c64d20c1e958291e200c6126f631c4ad484f50cafeb54bdb8acd809fd8,AI-generated editorial image of Jared Mastroianni in a tee box listening meeting setting,"The tee-box conversation represents the moment before action. Jared listens to the full context, aligns on the objective, and only then moves forward - the same mindset he brings to business and technology decisions.",Professional brand; modSTORAGE; Facily,Decision-making article or executive social post,045-golf-tee-box-listening-meeting.png,50be359232400a55c9da4ed796b961845b68b4322d7d8189e60dea7b42e1601e,Public web derivative prepared,2026-08-23
JM-IMG-046,golf,The post-round conversation is where lessons become plans,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-clubhouse-terrace-post-round.jpg,1800x1200,2866f52ebaaf72c17a377467321a493728b5e6f14ad39152e94098fcc041736a,AI-generated editorial image of Jared Mastroianni in a clubhouse terrace post round setting,The clubhouse terrace creates a storyline around reflecting on what was learned. It can introduce a business-development narrative in which a relationship moves from general discussion toward a concrete next conversation.,Professional brand; business development,Partner follow-up or relationship-focused post,046-golf-clubhouse-terrace-post-round.png,5ba56ee22a75ffed19bbfe64cb7bdc842015f411547dcf8128de1021f97011af,Public web derivative prepared,2026-08-23
JM-IMG-047,golf,Walking conversations make room for candor,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-driving-range-walking-conversation.jpg,1800x1200,71644f96a9ee844b8f68851428bdcab9a7231d5fab20f798132e0f4912dc69e0,AI-generated editorial image of Jared Mastroianni in a driving range walking conversation setting,"The driving-range setting feels less formal while remaining professional. The storyline is about creating enough space for business partners to speak honestly about constraints, opportunities, and what a useful collaboration would require.",Professional brand; modSTORAGE; Facily,Partnership article or networking content,047-golf-driving-range-walking-conversation.png,db080a4fc86f5dfbd785966d39f7760736a46184deec52b5cc6ba61df8600293,Public web derivative prepared,2026-08-23
JM-IMG-048,golf,Trust is built over the full round,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-eighteenth-green-discussion.jpg,1800x1200,f84784537ab7a0a8a5f57851c430a2c73b2e41e04fef0936011026520b124986,AI-generated editorial image of Jared Mastroianni in a eighteenth green discussion setting,"The eighteenth-green discussion represents consistency over time. Jared's professional story is not about one impressive moment; it is about showing the same attention, judgment, and follow-through from the first conversation to the last.",Professional brand; relationship leadership,"Founder post, values page, or business-development story",048-golf-eighteenth-green-discussion.png,598e7251e5fb45c6976102c023a4bd1ce3e7d87b6893295e109c199b3ac13e42,Public web derivative prepared,2026-08-23
JM-IMG-049,golf,Building an ecosystem around better self-storage operations,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-clubhouse-lawn-networking.jpg,1800x1200,d5d903dfe2fdf4b4f4559684c8b822d5546112af9e1441828e2ddc24a771781d,AI-generated editorial image of Jared Mastroianni in a clubhouse lawn networking setting,"The clubhouse-lawn gathering supports a broader industry-network storyline. Jared is positioned as a connector among operators, technology leaders, and partners who can each contribute to a stronger operating environment.",modSTORAGE; Facily; self-storage industry,Industry networking post or partnership page,049-golf-clubhouse-lawn-networking.png,770f1b9fd3d7d516b84757bae5c3716085fbdfef7b964503c748ad7358c9c17b,Public web derivative prepared,2026-08-23
JM-IMG-050,golf,From informal rapport to a focused leadership discussion,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-clubhouse-lounge-leadership-meeting.jpg,1800x1200,0b7cb005636671c92ef63d801fb1ec842591c68be8c3c5679b7436c4a65d40d2,AI-generated editorial image of Jared Mastroianni in a clubhouse lounge leadership meeting setting,"The lounge meeting closes the golf series with a more deliberate conversation. The story is about turning mutual understanding into clear questions, next steps, and a disciplined evaluation of fit.",Professional brand; business development; Facily,Executive relationship story or partner communication,050-golf-clubhouse-lounge-leadership-meeting.png,6afece6a4caa12be8b4569b39c40452ad24ecc4f2d27af77d5c8543dd2209ea0,Public web derivative prepared,2026-08-23
JM-IMG-051,ai,AI product discovery starts with the people doing the work,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-ai-product-discovery-workshop.jpg,1800x1200,06eaf91fe63a41f5e22f52de4d14347ec114d11c3137dc8d68b8adab60ced61e,AI-generated editorial image of Jared Mastroianni in a ai product discovery workshop setting,"This workshop positions facility employees as the source of the problem definition. Jared connects their daily experience to the questions Facily should explore, keeping development grounded in real self-storage operations.",Facily; modSTORAGE; AI product development,"Facily product story, AI article, or recruiting page",051-ai-development-ai-product-discovery-workshop.png,c7e530989f2f905a2f8fa42431a5b453a0567b178f3ac95d6bb62f2c97f57c73,Public web derivative prepared,2026-08-23
JM-IMG-052,ai,Engineering review with the operating context in the room,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-ai-engineering-design-review.jpg,1800x1200,aee2b5c061fd5ab22e7ed4e8ddac295d2e9899b11a487aabb2443eaa3ce27d57,AI-generated editorial image of Jared Mastroianni in a ai engineering design review setting,"The design-review image tells a story about balancing technical possibility with practical usefulness. Jared helps the team test whether an idea is understandable, governable, and relevant to the way facilities actually operate.",Facily; AI product development,"Technology article, product-development page, or team story",052-ai-development-ai-engineering-design-review.png,5aa6a224294c7426eba866e92c569e6216ff2ea0d05820e1426977ebebe293e1,Public web derivative prepared,2026-08-23
JM-IMG-053,ai,Connecting facility signals to better decisions,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-ai-sensor-operations-walk.jpg,1800x1200,33ea04482c3b5132a38fbba66e05f279f385a0abea40c5179a9d355a3b0488e7,AI-generated editorial image of Jared Mastroianni in a ai sensor operations walk setting,"The corridor walk represents an early exploration of how operational signals could inform the people running the property. The storyline emphasizes questions, validation, and responsible development rather than claiming a deployed capability.",Facily; self-storage operations,AI exploration post or product-research narrative,053-ai-development-ai-sensor-operations-walk.png,524a0861e0ba70faecf7f10ab5bae1f7240936ff252013b6cf727b322881be46,Public web derivative prepared,2026-08-23
JM-IMG-054,ai,Computer vision needs operational judgment and clear boundaries,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-computer-vision-pilot-inspection.jpg,1800x1200,009a6577c3cb640c1cd22bc8590edfda71269fc8af4a40d58efa2d2690fcf94b,AI-generated editorial image of Jared Mastroianni in a computer vision pilot inspection setting,"The camera-pilot discussion centers governance as much as technology. Jared's role is to ensure any exploration begins with a real operating need, defined responsibility, and respect for the people affected.",Facily; AI governance; self-storage,Responsible-AI article or technology principles page,054-ai-development-computer-vision-pilot-inspection.png,4f1b6120c37728d84384ecd711aa9315b7bc44435034a40a1b69dcb48cc96e00,Public web derivative prepared,2026-08-23
JM-IMG-055,ai,"Customer-service AI should support the employee, not erase the relationship",https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-customer-service-ai-pilot.jpg,1800x1200,8142d38cf3b1a03fa0c9e41751b5f84d00ed4bfee1349b4e52515cbed8010543,AI-generated editorial image of Jared Mastroianni in a customer service ai pilot setting,The front-desk pilot storyline keeps the employee and customer experience at the center. Facily is framed as a tool to explore clearer workflows and better support while preserving human judgment.,Facily; modSTORAGE; customer experience,Customer-service technology article or Facily positioning page,055-ai-development-customer-service-ai-pilot.png,ef863a5f7d5a6de8e9d89f1cc1d8902eb7df6a29a68852e533e32ebcdab45c86,Public web derivative prepared,2026-08-23
JM-IMG-056,ai,Smart access begins with reliability at the gate,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-smart-access-control-pilot.jpg,1800x1200,f82964506e238cb8916d9acc3b8c6f20c888f23e115b65efcefbd00ba57d2d15,AI-generated editorial image of Jared Mastroianni in a smart access control pilot setting,The access-control conversation grounds innovation in a simple operational test: can the facility and customer depend on it? Jared listens to both the systems perspective and the manager's real-world experience before treating an idea as ready.,Facily; modSTORAGE; access operations,Product-research story or facility-technology article,056-ai-development-smart-access-control-pilot.png,684417a175a7dd9db140eb3ef3e464532153cdb5dd2042148de22b31dd035ec1,Public web derivative prepared,2026-08-23
JM-IMG-057,ai,Adoption is a leadership responsibility,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-ai-rollout-staff-training.jpg,1800x1200,00bc4b52be23745d37b28d44ad9d2a5510a1233795846fc3c039fd156ec9eaa2,AI-generated editorial image of Jared Mastroianni in a ai rollout staff training setting,"The staff-training image shows that introducing AI is not only a technical rollout. Jared creates space for employees to ask questions, understand the purpose, and influence how a new workflow should be evaluated.",Facily; change management; modSTORAGE,"AI adoption article, staff communication, or culture page",057-ai-development-ai-rollout-staff-training.png,b01bb6276d576c1b3d903315a343e93d3c4f28a7a2e096d2ca00bf523bb2e01a,Public web derivative prepared,2026-08-23
JM-IMG-058,ai,Responsible AI requires a governance table,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-ai-safety-governance-roundtable.jpg,1800x1200,5a57ff46e614909dee9490373011569014fe792ef589717b60838dc163e5f8ad,AI-generated editorial image of Jared Mastroianni in a ai safety governance roundtable setting,"The roundtable storyline focuses on boundaries, accountability, and human review. It positions Facily's development process as one that should examine risk and operational truth before celebrating automation.",Facily; AI governance; professional brand,"Responsible-AI principles, board narrative, or thought-leadership post",058-ai-development-ai-safety-governance-roundtable.png,deee7bcbefa4d07f09a28bbea2e0e543d78b8df2fd03ce1505b88112e9ecfb94,Public web derivative prepared,2026-08-23
JM-IMG-059,ai,Predictive maintenance starts with recurring field knowledge,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-predictive-maintenance-pilot.jpg,1800x1200,d72aedec45daeca2528d01e4cda5a9a78249d482d1d84110de10c0fea25d3b9b,AI-generated editorial image of Jared Mastroianni in a predictive maintenance pilot setting,The door-side conversation shows how a technician's observations can shape a better question for the product team. The story is about exploring patterns carefully while keeping the technician's expertise and final judgment visible.,Facily; modSTORAGE; maintenance operations,AI-and-maintenance article or product-discovery story,059-ai-development-predictive-maintenance-pilot.png,f3b1324356891cb358c9687429b7225e9950b2b651d4f74c7bc20b1347bf738a,Public web derivative prepared,2026-08-23
JM-IMG-060,ai,The product improves when the feedback loop stays open,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-ai-product-retrospective.jpg,1800x1200,15f916b84d36b63f6f7e8472e366f5285a99e70e84cb86d4274f8ae422948f4a,AI-generated editorial image of Jared Mastroianni in a ai product retrospective setting,"The retrospective closes the AI series with a cross-functional conversation. Jared brings facility operations, customer service, engineering, and data perspectives together so the next iteration begins with what the team actually learned.",Facily; modSTORAGE; AI product development,"Product-culture page, development update, or recruiting content",060-ai-development-ai-product-retrospective.png,b1bd98e4799bdcaaf51b4f4ece42d98c3f8136c76cdbc85c3bfd333c7c0c8850,Public web derivative prepared,2026-08-23
JM-IMG-061,professional,Approved primary profile portrait,https://jaredmodstorage.github.io/images/jared-mastroianni/jared-mastroianni-primary-profile-v2-navy-blazer-800.jpg,800x800,298b820078c4734e0a9bd84cbcb64c467729fcf3265d705abec6a8740306920,Jared Mastroianni wearing a navy blazer and light blue shirt in a contemporary office setting.,This square portrait is the current approved profile and author image for Jared Mastroianni. It is a deterministic crop of governed image JM-IMG-003; no facial pixels were generated or altered for the crop.,Jared Mastroianni personal identity,"Primary profile image or author portrait on Jared's verified personal and owned surfaces",jared-mastroianni-primary-profile-v2-navy-blazer-1600.png,a7eafdd024f03742d38ef5ce552a1e6cb56601553d6e2675b5324b7df040d530,Approved current primary profile portrait,2026-08-23
